Latin	occur	Inter	Moist	Al	Ca	Fe	K	P	Zn	N	Moist^2	Al^2	Ca^2	Fe^2	K^2	P^2	Zn^2	N^2
Psidium friedrichsthalianum (Myrtaceae)	3	-2.62671769816277	0.320329334669994	0.171504281396228	-0.0626990888581769	-0.236497718853968	0.425151425841961	0.310999105880048	0.125856612931429	0.0766995311818914	-0.695947743906834	-0.237571348253715	-0.191301407106181	-0.0576333751331516	0.0143951255828715	-0.369349744148499	-0.154841166289228	-0.01577215945097
Psychotria acuminata (Rubiaceae)	11	-1.6616182684062	-0.304141963763962	0.378782903798575	-0.651416646171905	-0.145083958784132	-0.0786135654590206	-1.03649351717139	0.129490990295516	0.0713984496065661	-0.351483860784122	-0.247500359006552	-0.132694660713178	-0.0523603673181969	-0.0180366879809288	-0.126342834911223	-0.101991503312127	-0.0198784177699133
Psychotria brachybotrya (Rubiaceae)	4	-2.62533362350283	1.24049810867087	0.27889338106367	-0.827502204958488	-0.0554686558835095	-0.234648038252395	0.475358724068333	0.158335743425641	0.000732210048778947	-0.695159004052814	-0.174213729899655	0.0132316329318978	-0.0115083919787391	-0.00411982539015731	-0.414104912280216	-0.0977823816747303	0.0192032392270334
Psychotria capitata (Rubiaceae)	15	-1.37732804972741	0.620914830699358	0.0124551015468254	-1.01769675014075	-0.183840888748179	-0.222207733958981	-1.01134374213369	0.155978100507254	-0.000317382905994057	-0.612689806747602	-0.216487483276883	-0.0698793161707107	0.200720020546452	0.0327180429678202	-0.286398911019886	-0.113893524144125	-0.00085231852668184
Psychotria calophylla (Rubiaceae)	5	-2.9293132420042	0.971684046058656	-0.099860661043654	-0.274441987784308	-0.233995075393978	0.128694455883269	-1.66327894028651	0.149527136311627	0.0317899815444029	-0.47283173755535	-0.19206093884291	-0.192766972024766	-0.11444149880365	-0.0168852350132869	-0.149120267773406	-0.167034886319008	-0.0223367415195555
Psychotria chagrensis (Rubiaceae)	6	-2.03566030024902	1.69936552100731	0.275890840020346	-0.201499964414292	-0.0741375330869333	0.249939742004377	-0.46771378451618	0.243126019598307	0.046630662668688	-0.941669460729607	-0.172921789654873	-0.174850457054607	-0.0890372844080293	0.0790035675925077	-0.280273726978635	-0.0820971213598552	-0.0122293606424283
Psychotria deflexa (Rubiaceae)	11	-1.50074940528576	-0.797837465119178	0.626359028371414	-0.69781985597178	0.124227395013926	0.0456046750394462	0.121128652709868	0.142234814133739	0.11470784695233	-0.494989422935584	-0.161285582959836	-0.124435257104425	0.000817913330693638	0.00905788108884556	-0.446187523266945	0.0171726459240168	-0.0149349468362579
Psychotria elata (Rubiaceae)	5	-3.78361656870833	1.73899005079278	0.0399389007621018	-0.5758954649637	0.0231400402485328	-0.0990774841456842	-1.23603956973097	0.112983844947835	0.00941549154206887	-0.565015689200249	-0.198888121673484	-0.16585541560079	0.11040145189409	0.0574109983384478	-0.0502838010375244	-0.134134644786321	-0.01313446818554
Psychotria erecta (Rubiaceae)	11	-2.08277599830925	1.20565698945754	-0.166757598224952	-1.2259475222533	-0.247140764328632	-0.211412122629349	-0.906607338523429	0.211200241241699	-0.0245407437840845	-0.639470468379752	-0.201767115483573	-0.104641246583171	0.189911309479802	0.0339291975591118	-0.275573917463837	-0.115187716665803	0.0132369384573111
Psychotria grandis (Rubiaceae)	13	-0.993181262211646	0.481139693903209	-0.193482999218254	0.352408125605348	-0.265234957127171	0.134857412537062	0.248593094327268	0.215733125667934	0.104250115535911	-0.670907786424401	-0.228419687116567	-0.219462489342321	0.0350254310552784	0.104309703964225	-0.164986294481724	-0.182654551870571	-0.0292492648243409
Psychotria horizontalis (Rubiaceae)	19	-0.527742300339676	0.495721591663621	0.190999976550721	0.692901078102774	-0.25523502284331	-0.01351314180027	0.894583114951251	0.257434764555661	0.0675885061958922	-0.680526092742427	-0.169885478855439	-0.203157462516332	-0.0092308224220272	0.00287227498388476	-0.460711716640032	0.0537361923154606	-0.0500110356384037
Psychotria limonensis (Rubiaceae)	4	-2.21192751996344	1.09898379373759	0.351553979981397	-0.287470308672146	-0.0560508206859917	0.301426789794997	-0.440129594175157	0.0838203736987575	0.0613668410352029	-0.917991781613747	-0.191993006678601	-0.150335213810926	-0.0679629640309434	0.0100888358191423	-0.336183914211627	-0.134036475043089	-0.0210284089911426
Psychotria luxurians (Rubiaceae)	3	-3.88506113474939	1.53781769013343	0.0405827991334386	-0.583647158915182	-0.0883748029225649	0.0499063287492776	-1.27797277079906	0.0790900007460981	0.0336204054929961	-0.721660943324127	-0.217766330888041	-0.0892704102779823	-0.0358379274016953	0.00980215189224011	-0.0498822261191874	-0.0504153319143084	-0.0233562293934192
Psychotria marginata (Rubiaceae)	24	-0.0444182404673916	-0.929652689538082	0.041854037770758	-0.140107821322151	-0.2460230204276	0.183998738731547	0.0760818382945684	0.0797104215412261	-0.0215793403917254	-0.518662585059551	-0.215452931545274	-0.2226141669757	-0.0112129109415164	0.104158016146843	-0.389608083719681	-0.0692640318356287	0.000587929231678083
Psychotria micrantha (Rubiaceae)	3	-2.73476252181653	-0.420601259223412	0.0990443233260616	0.214345919639934	0.0951260627060774	0.231033012365847	0.170889089633517	0.176056611519899	0.0361574834488185	-0.653303993629579	-0.255414909828262	-0.165885568971027	-0.0199398655560399	-0.0454856952447743	-0.36217258802711	-0.0403102357005177	-0.0234550472618705
Psychotria nervosa (Rubiaceae)	3	-2.89119541227789	-0.318702805319044	0.107495642679606	0.320685709877247	-0.044811994918326	0.0164412394887331	0.222896317297481	0.190034214369172	0.0659666637990223	-0.670930132549675	-0.245357887047294	-0.109954849629469	-0.0398781622422677	-0.0582264207526441	-0.258261060436756	0.061417702776821	-0.020708331205319
Psychotria poeppigiana (Rubiaceae)	11	-1.91359304180287	0.280322118101783	0.240168472343484	-0.506113546054081	0.329551221759052	-0.0238150066620768	-1.39898726305555	0.112429439963822	0.0529835944183034	-0.49388224253509	-0.227464403490452	-0.104556734253019	0.211686346465035	0.0252469434007124	-0.283231016263269	-0.0885413981508909	-0.0267480918386863
Psychotria pubescens (Rubiaceae)	5	-2.90193838925914	-1.3906844158198	0.285245691721465	0.47149926010816	-0.00438418523287476	0.177536826612101	0.65261971794723	0.195313968840883	0.0200725230664269	-0.573505714887564	-0.277523719712799	-0.118529029752541	-0.0810347815740373	-0.0074731187097061	-0.270842725416379	-0.0679910539448031	-0.0277616177896843
Psychotria racemosa (Rubiaceae)	3	-3.1223038477829	-0.933465797291645	0.169517573445677	-0.780613913295137	-0.164900926382621	-0.0491298988415202	-0.759697615484902	0.104340596860552	0.0480546152370366	-0.664617605175403	-0.216488262539733	-0.115876467915583	-0.106609274478185	0.00884559450870521	-0.226465440478727	-0.130521764130271	-0.0173781665174319
Psychotria suerrensis (Rubiaceae)	4	-2.56173388136474	1.66570177746619	0.320387999659571	-0.234432147609614	-0.0728883170665477	-0.200425412853299	-0.624575698717618	0.103198454385682	0.0371491959740646	-0.871487641107015	-0.16184424892968	-0.207461393426132	-0.110563037225675	0.00262982149918983	-0.26735625552312	-0.168304903948574	-0.0154129396748575
Psychotria umbelliformis (Rubiaceae)	4	-4.02865796302299	2.09658096937003	0.0288681255602459	0.0375252645121588	-0.145776050700567	0.215910164183902	-1.05414094034894	0.174277639880049	0.0484151762328561	-0.205840208854699	-0.22270369075904	-0.207915197101949	-0.155656631396789	-0.0415118667046966	-0.15331008221084	-0.142267345122989	-0.0212653738154189
Pterocarpus officinalis (Fabaceae-papilionoideae)	3	-2.44827057217379	0.188250952021452	0.241199827262873	-0.102282533130516	-0.0560633259519727	0.166896799322709	0.258061231958293	0.145291468477362	0.0816811936185025	-0.725947397920839	-0.229398894603342	-0.230888481014488	-0.0350181132327997	-0.0437372021597397	-0.36656308205686	-0.142118970921136	-0.0157855126103437
Pterocarpus rohrii (Fabaceae-papilionoideae)	19	-0.321077764224699	1.61806973245727	0.0915284095860286	0.0713930010671617	-0.244748874171788	0.424596080739058	-0.479078091518126	0.219753401552511	0.070631995206441	-0.696193695768078	-0.183615983010591	-0.26010346810282	-0.111203501742042	0.043095749518467	-0.090257178974074	-0.161005093144364	-0.0317630198987265
Quararibea asterolepis (Malvaceae)	8	-1.62426280833452	1.78466430008858	0.122323719957693	0.1989154215714	-0.294201610917517	0.281221315687322	0.81270565412146	0.20450038944229	0.0789354749999508	-0.857677850354711	-0.224519574856661	-0.18634234127047	-0.0680228211595022	-0.0310341050875948	-0.43772444388958	-0.121362659171759	-0.0326896831876372
Quassia amara (Simaroubaceae)	26	1.17539159630178	0.915040148130748	-0.348097333101799	-0.066087362687976	-0.308661600678563	0.339767869793317	-0.532238949824098	0.110887918185957	0.0707430499255509	-1.27859350539632	-0.250372360289902	-0.28843628913098	0.0181472934948072	0.0107832081882362	-0.473788331860036	-0.145215866556535	-0.0250181751093619
Quiina schippii (Quiinaceae)	9	-2.10844905168596	1.65162127753034	0.126643506727869	-0.808090036558767	-0.23267027440413	-0.106925616917148	-0.705782530013268	0.147830423714459	0.0582303205157886	-0.354105707198439	-0.231431518471899	0.0323557288923393	-0.208566001388614	-0.0233613372163172	-0.363903270163387	-0.162586794643188	-0.0204483856999069
Randia armata (Rubiaceae)	10	-1.54308220295781	2.33734300392549	0.354313447719107	0.0681433158495705	-0.110246763051197	0.468128595017756	0.872859229135662	0.135788885478207	0.0598191531461614	-0.969260502938853	-0.195949116821297	-0.0955152214814066	-0.0516767148250148	0.0782055069122271	-0.375645674157879	-0.135367921284561	-0.0242730491868849
Rosenbergiodendron formosum (Rubiaceae)	7	-2.2197678076705	-1.16206361226496	0.0982703761032438	-0.0720800256976484	-0.164872887178232	0.352517816976658	0.496448995843545	0.141255191518303	0.0619147384294665	-0.563897254614079	-0.194128286139637	-0.259571761310872	-0.114030646212883	0.0055824791351335	-0.255780038491286	0.0235731669567841	-0.0159387137379847
Rauvolfia littoralis (Apocynaceae)	6	-2.54458131292387	-0.733490135722267	0.231262500009974	0.585860902281659	-0.143923084403516	-0.0145361923088927	1.04384330868637	0.108874485980903	0.0778451448520742	-0.658747734064578	-0.259079548221624	-0.0338508575226468	-0.0409685907420086	-0.110835091439767	-0.149206628565812	-0.198114024967754	-0.00939786780266945
Rinorea apiculata (Violaceae)	3	-3.43589392503898	1.99808506331776	-0.0266767280842622	0.00662797715066246	-0.130162613674038	0.0952753537359192	-0.83507569640633	0.238838981536762	0.055833421113581	-0.466152602652677	-0.22649435841667	-0.213785530608592	-0.104281810861926	-0.0377222048748994	-0.356160569533038	-0.123527351946387	-0.0260618031093242
Rinorea squamata (Violaceae)	12	-1.12556584753132	0.324361698667214	-0.692107321236371	-0.167013475775921	-0.0696111295068584	-0.152091945509644	-0.194262869151895	0.0995365451951372	0.0411886258399121	-0.298270424886328	-0.144567236261139	-0.148107031528994	-0.156701897428863	0.118087376509167	-0.204397211485377	-0.197530599615483	-0.0329754782046364
Rinorea sylvatica (Violaceae)	17	-0.271354684490065	-0.993808429465883	0.137813265684796	-0.470277767404197	0.0356350371629958	0.355987385535422	0.143519587441222	0.0953269871283615	-0.00328888813757923	-0.599666355677599	-0.21461681078593	-0.284146207848914	-0.111547626234238	0.0302811830633321	-0.50875711543211	-0.183531018067628	-0.00529024207722738
Roupala montana (Proteaceae)	12	-1.79262289576634	-1.87049759392627	0.211561891957616	-1.03868271326518	-0.0657027306434545	-0.108317413617959	-0.400169534468132	0.047592807614097	0.0099614661810962	-0.498031370470979	-0.120062267541222	-0.0779086894891192	-0.0503929660283734	-0.0574950900919079	-0.398986432166762	-0.119749192257743	-0.00548052729916528
Rudgea cornifolia (Rubiaceae)	6	-2.55359131304497	2.32674414578849	0.0825597564854133	0.328022718834869	-0.227122484263912	-0.062232195003078	0.00374391696349948	0.150282781271659	0.0494186051781531	-0.687693626668252	-0.206617347278612	-0.165386979626723	-0.109319725348324	-0.0766508081896555	-0.0353898204680167	-0.135040943129457	-0.0290558736935205
Rudgea pittieri (Rubiaceae)	3	-3.54129060824951	0.254693173413333	0.0081246347559111	-0.958371672882765	-0.17159138121067	0.0265411114770865	-1.24182702526094	0.136467925636872	0.035602385215151	-0.719423279741107	-0.229115752450333	0.0470336254728466	-0.126815052337219	0.0164601700489437	-0.156970229583436	-0.15318463566297	-0.0226148138666757
Ryania speciosa (Salicaceae)	14	-1.31790204466948	1.26994477784159	-0.43671770653045	-0.975118555479161	-0.318437888684166	-0.0143607955235641	-1.22272965214066	0.240254026191432	-0.0142123145952833	-0.531149612865265	-0.235032852377197	-0.119677182553207	-0.0834921720103251	-0.0483855517752957	-0.208200819755648	-0.110299801408933	0.00549903737183981
Sacoglottis ovicarpa (Humiriaceae)	5	-3.67407847426023	1.73251907727248	-0.0764769909914286	-0.369958957755618	-0.0699287785871887	-0.0415244503201692	-1.43372576384297	0.156431454452915	0.0414002864884408	-0.627994235683396	-0.25611004687658	-0.183236660970099	0.155753791692902	0.0273566082997318	-0.0622940103626473	-0.0952420114784316	-0.0225320625661179
Sacoglottis trichogyna (Humiriaceae)	3	-3.77443549416648	1.71375543183437	-0.0471956201882285	-0.315030621274329	-0.213025801114366	0.119487391994002	-1.28893255126548	0.155046279409384	0.037550867758079	-0.516443626199794	-0.240639223021133	-0.154385762280008	-0.127542334249022	-0.00177894236746295	-0.102326573868726	-0.13367587016919	-0.0206721586069682
Sapindus saponaria (Sapindaceae)	3	-3.13014148180672	-0.734076302979363	-0.101902414867175	-0.651293798539646	-0.119926364666419	0.13750357876208	-0.674846214265668	0.126995882236395	0.0479033840100317	-0.696033133988754	-0.171629636901183	0.0366629336943956	-0.116364362979158	-0.0364493671006395	-0.107019098407588	-0.142194013613289	-0.0143666227365673
Sapium glandulosum (Euphorbiaceae)	16	-1.29107329782446	1.06917451429912	0.0244893026918357	0.502199880661737	-0.514926438540035	0.28258799397634	1.01114753667	0.222064152707295	0.0355275408238053	-0.37019802307515	-0.264207595895719	-0.0649601109859947	0.0403480373682528	0.00458363938564576	-0.205646012295941	-0.0336052435860795	-0.0214615999888399
Saurauia yasicae (Actinidiaceae)	8	-2.62455917414336	2.80754136522456	0.053478200559661	-0.21584412210404	-0.125596083477668	-0.153114769114965	-0.330859668040346	0.227314718396085	0.0621015486675085	-0.462580149021934	-0.218589711182174	-0.104218510840127	-0.186275475414371	0.00968023874168096	-0.340029517743646	-0.168193694551837	-0.0224249052501814
Attalea butyracea (Arecaceae)	32	0.119262100780306	-1.51000079795879	-0.210115239560688	-0.323581589555809	-0.278417252286036	0.322579759609839	0.464757055913353	0.0720445011042573	0.0418338657984362	-0.420533398566204	-0.0392083080000693	-0.184767561832994	-0.104850471557052	0.11906912071733	-0.243845218856808	-0.226534991764548	-0.0167602208345792
Schefflera morototoni (Araliaceae)	28	0.130548810233778	-0.332088651208903	-0.203855710001465	-0.719391607271646	-0.00592636512987975	0.153159218880561	-0.563088455168228	0.157850884695115	0.0264230910655722	-0.748431040847669	-0.125310848936933	-0.0335081200280247	0.0896166638591838	0.0956419478786066	-0.343019288947459	0.115244664426752	-0.0269787436641503
Schizolobium parahyba (Fabaceae-caesalpinioideae)	7	-1.57751178909523	0.504692172335577	0.260787663723767	-0.221247840830508	-0.206307318273712	0.0724850930536281	0.120315443457591	0.138247698323217	0.0794996242558449	-0.792154539940169	-0.21014476069022	-0.161009915516265	-0.0913425785242793	0.0198165743985852	-0.123341287906931	-0.119644435408938	-0.0135678684237165
Senna dariensis (Fabaceae-caesalpinioideae)	9	-1.36663986521255	-0.485008055538852	0.256150975268928	-0.29362478375504	0.161915816837968	0.252740349643591	0.0577338177058995	0.148334176301671	0.0621763950894208	-0.692480908489138	-0.282164526954908	-0.0630689556651882	0.0291824925803498	0.0171000054005587	-0.279015367193846	-0.135364739130965	-0.0228101286134585
Simaba polyphylla (Simaroubaceae)	4	-4.16463889351482	1.9806488993552	-0.0867074667567499	-0.572841892305508	-0.0747544505627979	-0.0915368899799172	-0.563457682158096	0.101926107970921	0.0539602994688157	-0.102460987715337	-0.235414772747927	-0.120108805040309	0.0558706280617351	0.0446666509855976	-0.264872885134178	-0.143950065785389	-0.0245983073865302
Simarouba amara (Simaroubaceae)	29	0.267309018105897	1.97825454699111	-0.223948867894217	-0.454634437365164	-0.00496409345575667	-0.122445704860461	-0.822886537790176	0.0966926870314948	0.0517071590566901	-0.726734350741933	-0.155800846132067	-0.112815425817612	0.0662904129598303	0.0336093896245629	-0.153504053351518	-0.119300232199145	-0.0398436209845649
Siparuna cuspidata (Siparunaceae)	5	-3.22863743279895	1.97935257110655	-0.0333584756465291	-0.22065442082781	-0.141490778826155	-0.00518162213925448	-1.46959080087726	0.181011283184217	0.0382244559572892	-0.704920394485949	-0.255270680038471	-0.191080122298577	-0.0860735064716635	-0.0125018995858813	-0.109889733238292	-0.118747499802447	-0.0275204194021926
Siparuna guianensis (Siparunaceae)	6	-2.14331480343607	-0.46059807003044	0.235299809022128	-0.620145584340839	0.136206426589041	0.0408764543862833	0.0567876063775118	0.120969521832587	0.0895655291093643	-0.674889046290412	-0.241912692214948	-0.0448950315488161	0.0306247212721794	-0.0134939193519551	-0.41839376625229	0.0876235597895027	-0.0226613577899967
Siparuna pauciflora (Siparunaceae)	14	-0.772401199578355	-0.26627348954283	0.31353844230686	-0.419596644089272	-0.187746749658875	0.36106025310269	0.0154500365482977	0.139675662285769	0.0484368498092652	-0.634877190536109	-0.178839169469689	-0.136131661922687	-0.0287067613282765	0.119186166166651	-0.285397387570459	-0.173989305139813	-0.0172202125189422
Sloanea meianthera (Elaeocarpaceae)	9	-2.61561264413503	2.28194071428898	0.208107623855446	-0.715627554187263	-0.26103358050998	-0.298738794248257	-0.580187093037999	0.106741712254757	-0.00670127701061222	-0.65449031506465	-0.155480273663064	-0.164811308008336	-0.0422871890075787	0.0221851755777289	-0.119846212647339	-0.0554608820004425	0.0180455164195788
Sloanea megaphylla (Elaeocarpaceae)	3	-3.71801226677265	1.56374738995187	-0.0200686517406485	-0.394378789904931	-0.0994875869372667	0.0431241572493324	-1.42529654197823	0.108430164537855	0.0321814131723346	-0.739571414349512	-0.232395987114587	-0.174408546994192	-0.077659845396513	0.0032038478810873	-0.0274658666614185	-0.132334041295484	-0.019137355416997
Sloanea terniflora (Elaeocarpaceae)	23	-0.168396365893976	-0.395592834862631	-0.403576146762412	-0.135318368076052	-0.104289084742378	-0.0016844838736949	0.289249277519796	0.135844818416268	0.0339431908984852	-0.650590913274018	-0.0990675676694505	-0.088054047163077	-0.00824516430079929	-0.0734958861236789	-0.235413476597008	-0.00623384852755098	-0.00616273237550114
Sloanea zuliaensis (Elaeocarpaceae)	8	-1.17970263993551	1.30050792990862	-0.0487117099597437	-0.415695691962504	-0.0551393356517595	0.546718132458194	-0.213274140565943	0.169421482938105	0.0304621801140999	-0.98727417569685	-0.248165440386729	-0.040291936714424	-0.149341618882767	-0.004250848029497	-0.405277238717223	-0.10746854759517	-0.0349561643110253
Socratea exorrhiza (Arecaceae)	28	0.233067182794832	2.21184329838412	-0.492095024384425	-0.0616539939432705	-0.224568531357262	-0.412877031836246	-1.2602235652396	0.161352277569841	0.0600960505488755	-0.31755397223213	-0.115293912054953	-0.370394454261519	0.0176085652128207	-0.0237757554537235	-0.361699951276473	-0.1932132175291	-0.000240058494786019
Solanum hayesii (Solanaceae)	4	-2.52588254403063	1.64907430816728	0.155743802074559	-0.0397704971962419	-0.161999661321236	0.199618440221057	-0.272502287234041	0.120880758018459	0.0804366287567074	-0.55342115926809	-0.232389415939326	-0.218113988170881	-0.0321162746013353	-0.0424417799130571	-0.441187462352715	-0.108870746207059	-0.0213442271468555
Sorocea affinis (Moraceae)	49	2.46987699076387	0.583259591213124	0.0198842325635826	-0.452364952214679	-0.433424666393771	0.239196050443549	0.472886061691104	0.101120374049584	-0.00274394769461945	-0.777094501943631	-0.173133639157735	-0.156287052992683	-0.140188098967296	0.147099452841045	-0.43052896978815	-0.224696211849387	-0.00908744455043329
Sorocea pubivena (Moraceae)	10	-2.92024858738929	1.7657866127654	0.0145578926650888	-0.618806977473991	-0.226530799746542	0.161024243475929	-1.68262286881085	0.17981789019766	0.0449012579765941	-0.170205275247892	-0.282364922274414	0.00687700312523492	-0.205604078595983	-0.0551853446221655	-0.158144370857928	-0.138543301151851	-0.025203360233727
Spachea correae (Malpighiaceae)	4	-2.87947768769853	1.4792468916396	0.0681714540712514	-0.442533378908382	0.246943207970594	0.0265866255681833	-0.857848449536386	0.0626834164994566	0.0481014548354168	-0.877922046729301	-0.22591025398353	-0.0882090673296182	0.0223803556971636	0.0122303418527664	-0.169803325041406	-0.0671041980083793	-0.0269796329757969
Spondias mombin (Anacardiaceae)	33	0.174472500051706	-0.797914938247119	0.29821488734344	0.382458385617288	0.0779578702868301	0.794133191521316	0.808831534369236	0.212546660779339	0.0696033514732566	-0.458000636651726	-0.146258950013072	-0.0353470889526136	0.00553476579563668	0.090163984012647	-0.336907625582942	0.00439154773049915	-0.0425211514313413
Spondias radlkoferi (Anacardiaceae)	35	0.320605555681089	0.811788407833821	-0.0645915530889498	0.00805018821624312	-0.0270503806915647	0.285033020540692	0.864817078892579	0.1854722869416	0.0158058622744249	-0.500028967130322	-0.0269976426775482	0.123020417173461	-0.132191947446924	0.19531518784312	0.0286205571468231	-0.193421920536629	0.0135080665134598
Stachyarrhena heterochroa (Rubiaceae)	3	-3.64781437762629	1.54515256624638	0.0650260050086906	-0.690048987969151	0.123704333106491	-0.0341240479443671	-1.06889325499723	0.0849512035662124	0.0456614499469915	-0.804902860082067	-0.215865928968959	-0.091778755140006	-0.0115363654754051	0.0222435455405437	-0.144691484364061	-0.0648315085688579	-0.0298659448431569
Stemmadenia grandiflora (Apocynaceae)	18	-1.15873327250163	-1.00311959888496	0.360291351862082	0.576605858185895	0.0168182387335017	-0.00188966957365639	0.272499571258097	0.223732310935873	0.0458592038891423	0.00722516539324106	-0.358353793656079	0.0260971593404603	0.0629632602372999	-0.0477291628960436	-0.358803077893966	0.0867662192603278	-0.034725683228426
Sterculia apetala (Malvaceae)	19	-0.129573398759851	-0.196581714834955	0.228296432694017	0.218122364491444	-0.146585781186285	0.218768169168255	0.646142851354561	0.182381557183627	0.0242032044440891	-0.816555336636789	-0.252454445367246	-0.21789777233789	-0.0750565942204554	-0.115209612532727	-0.33522179123913	-0.0799230206159739	-0.00607921247061699
Sterculia costaricana (Malvaceae)	5	-2.87267048051645	0.973963965889057	0.0471739524965194	-0.519357623272937	-0.172107638863914	0.131126973549887	-1.31208650792066	0.235279543665867	0.0576577427125404	-0.30689962990666	-0.247239943827928	0.0370137499201211	-0.146373895081179	-0.0556308441614438	-0.305436654244009	-0.128525869298444	-0.0265774335378342
Sterculia recordiana (Malvaceae)	8	-2.69404051689564	1.65324337611755	-0.0557522618570601	-0.498824002730062	-0.323219156725211	0.224644597543579	-1.2977925961951	0.164799985921804	0.0651508115525123	-0.233163980334014	-0.272416016198017	-0.0493032962864706	-0.185198505370037	-0.0542610229753523	-0.213077251229606	-0.111836175055193	-0.0259268116519362
Stylogyne turbacensis (Myrsinaceae)	26	0.131632263433484	-0.417643465709498	0.477101427379687	0.352607742165939	-0.309490457012067	0.242527618361615	0.311204166856549	0.153750949456003	0.0416618628093509	-0.581638658093882	-0.1704154054597	-0.172415482412786	-0.0766527648384073	0.039082649455309	-0.23681026186091	-0.128329798656484	-0.044913396409436
Swartzia panamensis (Fabaceae-papilionoideae)	3	-3.34858356490572	1.83710835490878	-0.00468691396672857	0.0300698238663235	-0.139087953563886	0.0927046561261379	-0.79599248724438	0.237235850574336	0.0641189338082453	-0.417367035138564	-0.236987443388913	-0.206861835917287	-0.103582225499032	-0.0407887708957608	-0.338616693420884	-0.114868229520316	-0.0254588221852201
Swartzia simplex (Fabaceae-papilionoideae)	61	3.15249340915295	0.637847155515019	-0.280520950565388	-0.188539712480538	-0.272679840840787	0.316273976943494	-0.222549463914975	0.17907996025415	0.00761098456626714	-0.673392575318827	-0.0665811769627158	-0.0787166615233304	-0.0992435003177947	0.0904615031681693	-0.0712333157824689	-0.219138043233558	-0.00389656792387722
Symphonia globulifera (Clusiaceae)	23	-0.79899095034003	2.14484434108745	-0.0675962334236698	-0.479349656969828	-0.121779269994398	-0.063663543807326	-1.57695409227345	0.0257409970458161	0.0760591022250369	-0.642078159938397	-0.162265082250501	-0.0313295298378043	0.092025532033636	-0.0146762953630833	-0.105527051119771	-0.122046408342131	-0.0269680457078982
Synechanthus warscewiczianus (Arecaceae)	21	-0.391749267065826	1.20132045197803	-0.188576473883302	-0.536069874662833	-0.374233645708459	-0.383220279058991	-1.03078462761703	0.104886643569849	0.0160322338073004	-0.784093042000203	-0.0585053545604002	-0.0614825003442304	-0.17531001609787	0.0228419166448294	-0.101713138308811	-0.185354979791173	0.00706900564808431
Tabebuia guayacan (Bignoniaceae)	35	1.26739071148248	-0.807040432428333	-0.103268634699475	-0.7626145083388	-0.278916981178598	0.424075495987889	-0.865541840509648	0.108095751897112	0.0363292816321909	-0.772922828177346	-0.276674662087684	-0.213911947661188	0.0275132691631266	0.00735990588148216	-0.29003278140855	-0.208010703275954	-0.0212923917849696
Tabebuia ochracea (Bignoniaceae)	3	-2.98930209644328	-1.11513933994772	-0.00103465344248723	-0.212294591521395	-0.178702804595874	-0.209485356549161	-0.0799379557315174	0.195850194832759	0.074874066970301	-0.541504004668259	-0.245280130697195	-0.176417517845271	-0.0915819449488123	0.0101411301756377	-0.398729114656051	0.0502177657008737	-0.020577064385149
Tabebuia rosea (Bignoniaceae)	34	0.5292341287863	-0.383738542951354	-0.341629127613138	0.296544018182452	0.145782347799119	0.282000126586175	1.49847524520153	0.101747697915461	0.0198777027737774	-0.560662031249174	-0.173161915676849	-0.0136508350250323	-0.00765621081418907	0.00543152685484058	-0.538207862622743	-0.146780294207742	-0.0202736713879986
Tabernaemontana arborea (Apocynaceae)	12	-0.733737694384937	1.55990878674671	0.43058436722005	-0.188258916040797	-0.160764670602183	0.179202672415399	-0.294123107981188	0.176994104830919	0.0685710246304715	-1.00726614321455	-0.166777840790796	-0.128086303711558	-0.13497969378277	-0.00253222825069579	-0.308851459785752	-0.149361666921638	-0.0273866721794673
Tabernaemontana longipes (Apocynaceae)	3	-3.7370256082842	1.7550616759318	-0.0615688297042884	-0.266052735074525	-0.195843376965292	0.0174091591364382	-1.21874272441075	0.142884251694965	0.0297627465511153	-0.531238118100396	-0.241054090975712	-0.16007593367423	-0.13563725336995	0.00962271423939184	-0.114410284722558	-0.144307071987753	-0.0208080758341286
Tabernaemontana undulata (Apocynaceae)	5	-3.40014515638197	0.771250391087761	0.057637891012388	-1.00530121024979	0.0775046879820697	-0.000723265606332026	-1.50729355050235	0.110726773149339	0.0439684570309234	-0.774055744236106	-0.236064589992419	0.0253542518486921	-0.0272140484268228	-0.00150958234280164	-0.0931786260536583	-0.0918388270676395	-0.0272035160851474
Tachigali versicolor (Fabaceae-caesalpinioideae)	42	1.83143249038426	-0.597483913447372	0.271635864836165	-0.47247997226228	-0.499873819382015	-0.00195623125011378	-1.14974598962974	0.0976414277736956	-0.00759877895791435	-0.508045311418895	-0.169968784075217	-0.336989215154835	-0.0533854288421042	-0.0288476927382256	-0.257476950784934	-0.256150739658834	0.00887023852854862
Talauma gloriensis (Magnoliaceae)	5	-4.10866969163555	2.46247517950083	0.0154183819908968	0.00694635164605443	-0.21041154236801	0.216009511232435	-0.937897175311378	0.14566176839642	0.0417143145897673	-0.0942859498623091	-0.22119985349461	-0.223280685446031	-0.182004787180048	-0.0514310250879789	-0.205145384422408	-0.13398261084598	-0.021305974181715
