Latin	occur	Inter	Moist	Al	Ca	Fe	K	P	Zn	N	Moist^2	Al^2	Ca^2	Fe^2	K^2	P^2	Zn^2	N^2
Acacia melanoceras (Fabaceae-mimosoideae)	10	-1.49181670408117	-0.151300960394389	0.0948766053465995	0.616403516065106	-0.412779804625315	-0.0815351997101781	-0.355895550844483	0.18355277950702	0.0473000532256005	-0.490231985248895	-0.251940925523546	-0.104613753439151	0.0291310559499279	-0.103136161811074	-0.0667604489518891	-0.0721188097910554	-0.0185845094228067
Acalypha diversifolia (Euphorbiaceae)	23	-0.00735767150863782	0.733104858901296	0.154889241941872	-0.00826401390052598	-0.20978360686315	0.459760421455191	0.722517596375566	0.174008119375215	0.0543772032133432	-0.712720338192558	-0.186658542872524	-0.156334779012412	-0.0703440507887539	0.142940236386904	-0.214566034172403	-0.164810992319339	-0.0380278164711434
Acalypha macrostachya (Euphorbiaceae)	5	-2.12903135000585	-0.673937864411792	0.271794489737264	-0.130857070767045	-0.137312682069238	0.40017416467118	0.00361108531694653	0.157329171724647	0.0845529323224263	-0.631288222214915	-0.272605883553435	-0.255404597117631	-0.0910341518640464	0.073591053979214	-0.233319430567646	-0.157599691553135	-0.020123839955128
Adelia triloba (Euphorbiaceae)	14	-1.87804132553223	0.437380759718826	-0.111129166962944	0.251483564753119	-0.342138049630647	0.150503997672109	1.36767642195342	0.206724623139879	0.0849137559736785	-0.57235797930694	-0.263411972955691	0.0342350696601362	-0.130867734590577	0.101029756359706	0.234875468824921	-0.0849458733922314	-0.0268019694611155
Aegiphila panamensis (Lamiaceae)	12	-1.02002633323642	-1.16943713823702	0.161064138133838	0.0430111882764987	0.0717788595167243	0.142850537290941	0.203520314583402	0.212627223807485	0.0277606158565773	-0.604051538199271	-0.268486652222975	-0.255992514302631	-0.126167907071642	0.0583263509227304	-0.346369088918298	-0.197290675141675	-0.0202085235635351
Albizia adinocephala (Fabaceae-mimosoideae)	7	-2.36839772723049	-1.94370462840994	-0.0265520893049246	-0.483677732957409	0.0984996261299904	0.139491867244679	0.106588604317383	0.142028468707715	0.0358304774919114	-0.430396892798867	-0.229014352262052	-0.0168255338084849	-0.0423639984449861	-0.0929843618235251	-0.403155201629556	-0.205852121790157	-0.0209910540627122
Alchornea costaricensis (Euphorbiaceae)	19	-0.514409376648404	0.0729696152722255	-0.0475510811989279	0.258587522323428	0.0182602149203008	0.27203417231625	0.855076601440505	0.121982430291984	0.066364734518929	-0.556860056442331	-0.255926961947453	-0.144034315998792	-0.0139233994777207	0.0330060163236071	-0.25142178261889	-0.144191020060221	-0.0247615154209377
Alchornea latifolia (Euphorbiaceae)	24	-0.291775372410048	0.496010372494333	-0.0572261646557625	-0.843992667394665	-0.269938503618198	0.135002855222711	-0.823637646630197	0.0837663880716135	0.0763375193949398	-0.17235917981981	-0.162224782697543	-0.228527030277325	0.0874643064341645	0.0945560978248466	-0.279194711124101	-0.189849227471981	-0.00320830703077552
Alibertia edulis (Rubiaceae)	34	0.131603562444171	-0.807768321727446	0.67070341189171	0.0836131050156633	0.0175634880861162	0.357064014158731	0.776826223647684	0.134186189135542	0.0489533743237314	-0.434972842850337	-0.215868853652391	0.0924540051780023	-0.00613546885187539	0.182501167353829	-0.283000499933072	0.0338932816830317	-0.0366312783912325
Allophylus racemosus (Sapindaceae)	9	-2.40629692826329	-1.99393098200659	0.205309253963435	0.159861001814255	0.0816961825982077	0.184503324873585	0.0958782985418859	0.169341857840963	0.0157080465171661	-0.496889036801955	-0.30600978806144	0.0219287715351463	-0.0299443474772634	-0.0279761624592319	-0.326847892989543	0.0930664080533956	-0.0293754835243341
Allophylus psilospermus (Sapindaceae)	9	-1.88279126672936	1.79733121350547	0.131006391615454	0.0992906902595332	-0.378643182283663	0.286764010532815	0.832868763059341	0.145128391960248	0.0777529519741122	-0.863196727832347	-0.200678516856648	-0.00106814819399857	0.0176428489231871	0.0787049366272917	-0.192916353891434	-0.0775953379859416	-0.0334323517233904
Alseis blackiana (Rubiaceae)	40	1.17415318538138	-0.959261438355212	-0.440833721565714	-0.0809482406399379	-0.282234685903642	0.508088715540921	0.163015430671571	0.0673633961378549	0.0452790492620704	-0.242282506238552	-0.0951583271822647	-0.350865688093467	-0.105802061954602	0.138165884812465	-0.321236584462152	-0.277432384660255	-0.0189943906001849
Amaioua corymbosa (Rubiaceae)	32	0.76395171530214	-0.47858885296245	0.255592497284071	-0.654135848546526	-0.382438078383296	-0.0383675349030831	-0.901041126744799	0.0906944580689169	0.0246875536175159	-0.504826801788092	-0.182236908380048	-0.168022487140696	0.0766844019972406	-0.135044038388614	-0.531323691569194	-0.0220074858572383	0.0158684522277588
Amaioua magnicarpa (Rubiaceae)	6	-3.72303961416697	2.14926302476963	-0.051715582701857	-0.521740092798118	0.250226381566586	-0.0539335799729795	-1.06263588869309	0.142966459756237	0.0530773273306114	-0.445132630997998	-0.232856975917723	-0.085139167320804	0.102792081697555	0.0300763546329362	-0.198062131085575	-0.0740906945276223	-0.0299566447152817
Amphitecna spathicalyx (Bignoniaceae)	4	-3.57779880193572	1.75717726346514	-0.105153211672242	-0.37753842650566	-0.0530112795903106	-0.15501862266313	-0.874582210273891	0.209986785238016	0.0534603729055141	-0.40276449952887	-0.252348085422438	-0.131029828534838	0.125530181473473	0.0479443302854567	-0.282321902303004	-0.120350301438483	-0.0280931254704818
Ampelocera edentula (Ulmaceae)	3	-3.85050865284116	1.95337147114909	0.0388724706350376	-0.0183417758136145	-0.217451198963897	0.173650205827139	-0.907085760901009	0.0972717831286469	0.0276160959933336	-0.361616087588097	-0.218144607153429	-0.21092580709026	-0.118026408805988	-0.0406821442485815	-0.193772582700839	-0.106908123066853	-0.0245458452763053
Anacardium excelsum (Anacardiaceae)	42	1.05910237301004	-0.595881118980682	-0.220079260293407	0.633951839419541	-0.0443845161047701	0.402336067186492	0.827901628840407	0.161070191438041	0.0550332753631733	-0.163997941599578	-0.125351503470497	-0.0415742523418463	-0.0125949218340552	-0.0622780763440178	-0.237852604356729	-0.17528515474888	-0.0458032334810402
Anaxagorea allenii (Annonaceae)	4	-3.24813509072178	1.69071821269585	0.040165435572964	-0.558784004680094	0.0287056697216508	-0.0901575313237832	-1.22436353691507	0.161466088939589	0.0616297833550585	-0.900468799342399	-0.23180846370283	-0.111260661989451	0.0133417140053409	0.0152406636142883	-0.200040034799741	-0.0450786546018803	-0.0300529065925204
Andira inermis (Fabaceae-papilionoideae)	32	0.705040918732351	0.422543685484577	-0.424312386987948	0.0105011280726413	0.0729474054534476	0.0573555868809387	-0.484585353950354	0.296526300423375	0.062388217308429	-0.468168085871708	-0.0681194565368246	-0.170458943034151	-0.0812345266549068	-0.00996375896353132	-0.261864062685504	-0.0370579593664842	-0.042008560659323
Annona acuminata (Annonaceae)	9	-1.58924106613292	1.33766082432654	0.0169274311037328	0.474948100547862	-0.490648599116409	0.0075896012876167	0.95982276284094	0.0826405012534345	0.0517703405499597	-0.756271218316967	-0.235283369285852	-0.0942608316745078	0.0531491980309443	-0.115006748235856	-0.412290996402983	-0.164897782374425	-0.014551459181266
Annona hayesii (Annonaceae)	26	0.0466547511673478	-2.00786570649582	0.273828957462093	0.00228707718595852	0.0796582038020861	0.180513097358554	-0.0902980511682119	0.211933442110752	0.0130451001183424	-0.453445663571242	-0.297537734396887	-0.116388468662834	-0.131589157357048	-0.0369686162541186	-0.55192729936895	-0.026889090493826	-0.0302466520114518
Annona montana (Annonaceae)	3	-3.75125681358709	1.72969423080848	-0.0626625458572945	-0.284888979494082	-0.205470425324011	0.120376868951714	-1.2625070596104	0.15409245785053	0.0304285151387946	-0.528825546599451	-0.23583929650206	-0.145121210032997	-0.129164947716011	0.00208007889140491	-0.102375340663067	-0.135871136329954	-0.0213881001844246
Annona purpurea (Annonaceae)	7	-2.69159233442975	-1.73295160058879	0.0394058421729071	0.0475268393038014	-0.110873109414632	-0.00898309119714948	0.705398645740147	0.149009316901615	0.0504980724313711	-0.514261062655864	-0.22034210990385	-0.10772194208299	0.0849317591854013	0.0767107950095306	-0.338368229097961	-0.064335521338248	-0.0251720414424118
Annona spraguei (Annonaceae)	35	0.681616137851776	-0.534405430658255	0.360110347970129	0.00552133115440015	0.00180986581810469	0.501330873914798	0.324525683961889	0.186323946189647	0.0230192884068666	-0.744097682597699	-0.211265150660321	-0.0846221884427943	-0.0208021994841728	0.0687702520471485	-0.146370373500367	0.0168198606819589	-0.0389771490581801
Pittoniotis trichantha (Rubiaceae)	21	-1.86611539105811	-2.26717544173522	-0.404764008192588	0.571225472790389	-0.0178658299138069	0.46161276868657	0.850878178363103	0.205280620593329	0.0526542679241869	-0.452662976255974	-0.229912314221543	0.105922695308061	0.057051195671526	0.00140148048933154	-0.131395665167048	-0.017593244262797	-0.0239467158886899
Apeiba membranacea (Malvaceae)	23	0.545657076130682	1.81107442512724	-0.419804150797852	-0.492153056037386	-0.282748645091341	0.373574568535657	-1.0307608041628	0.191679839113705	0.0556202160556394	-0.872307469831616	-0.216294446390489	-0.149029241159568	-0.156256456258807	-0.0261661927674259	-0.639071912494817	-0.164443172863241	-0.0158609053137024
Apeiba tibourbou (Malvaceae)	25	0.353614846871223	0.867695077701477	-0.323326202598046	-0.221693022213798	-0.0547965828144083	-0.233815412261135	-0.73640946896186	0.219064739645174	0.0929435644263382	-0.71305757962357	-0.202592625342737	-0.0823106915163167	-0.0529646022407867	-0.023765094869044	-0.455062348239838	0.0936146866897188	-0.0381224269994631
Aphelandra scabra (Acanthaceae)	4	-3.26406975377347	1.62461804175275	0.00864381640246806	-0.299064630628651	-0.168458603180154	0.00440267803347261	-1.43720666280461	0.165287375990061	0.0397795682186753	-0.802287498519717	-0.239457991386134	-0.197129848242737	-0.054349937126712	0.000797856052706022	-0.0636330246261392	-0.107887531161354	-0.0234454039011611
Aphelandra gracilis (Acanthaceae)	3	-3.04151856160804	-0.982572092464803	-0.00447646734845374	-0.35544053230516	0.0972420113428225	0.127843479650047	0.190492152716763	0.192597483450033	0.0376164642691573	-0.574390020358844	-0.257496184832372	0.0180780313040159	0.0159503923424151	-0.0370420547155526	-0.364620944190905	-0.0378950531416335	-0.0259909236347565
Aphelandra sinclairiana (Acanthaceae)	7	-1.73504287092235	1.35481240736271	0.178152507205007	-0.329461960598232	-0.0418998047545862	-0.102136831687945	1.00441566862519	0.144727208490629	0.0569589524700451	-0.684901864148536	-0.213388532577674	-0.126145467607116	-0.122424445652628	0.0355676921011255	-0.19071721095444	-0.139443934815461	-0.0186821504391641
Appunia seibertii (Rubiaceae)	4	-2.36440262834937	0.244124418609029	0.18962512741906	0.203628085077173	-0.0924259299486379	-0.0309526207860914	-0.719090561603903	0.188774865628822	0.0808596325318208	-0.282855397331821	-0.209400731354682	-0.208535581367163	-0.089617194975763	-0.00843385337703686	-0.319309204782378	-0.18510574010804	-0.0178343623498755
Ardisia bartlettii (Myrsinaceae)	9	-2.01494892552845	2.25955629365786	0.573775413560901	-0.175793412092455	-0.219829226751656	-0.0610146681871446	-0.240604062227977	0.208439806282598	0.0125818631290876	-0.93137020446426	-0.163208693059339	-0.229592923706157	-0.021778307484878	-0.0384898033043145	-0.0222774426865538	-0.0899380925797523	0.0150995344741713
Ardisia standleyana (Myrsinaceae)	7	-1.57293802203894	1.25559906957995	0.242161061425178	-0.502754535760728	-0.237437103186586	-0.0742430724067704	-0.766647165414095	0.14508113503914	0.0522086811796488	-0.965079684891693	-0.193022451110632	-0.198459897383923	-0.111401155259069	0.00215031051771532	-0.418244096628069	-0.117701676080562	-0.0163708519473311
Ardisia glomerata (Myrsinaceae)	3	-3.44118600358446	1.83347549671977	-0.0185675982591545	-0.425974795656908	0.0334297345804311	-0.0513810057704511	-0.986958877800616	0.160292717734491	0.0440322508371358	-0.596663554649036	-0.238525957378295	-0.15399594593393	-0.0900361048910876	0.00113431502985552	-0.240373306979002	-0.1638642944934	-0.0233908470346623
Aspidosperma spruceanum (Apocynaceae)	32	0.762958710154537	0.802584505242321	-0.492020534394944	-0.489147908377285	-0.247055840817859	-0.182284617146256	-1.20584857133428	0.143159310776575	0.00616523451482454	-0.218515430097345	-0.128057265120473	-0.412111468866745	-0.15379792076708	0.0160399021585865	-0.212120020896659	-0.232252150800705	0.027411505010532
Aspidosperma megalocarpon (Apocynaceae)	5	-3.41621120925134	1.17029020414315	0.0782753080004681	-1.03144730035743	-0.0859453124501944	0.0624921014561939	-1.21021646540407	0.0916799467603509	0.0412190009618337	-0.484650162270132	-0.226959826573871	0.0676518764303381	-0.0970107744788438	-0.00934990616539378	-0.220111528918438	-0.0662414866136871	-0.0266607231492323
Astrocaryum alatum (Arecaceae)	6	-3.25567534033591	2.13027391721695	0.0242472129654785	-0.341477556459137	-0.0381183654262618	0.0194646244651572	-1.51360205083814	0.145590428202202	0.0343336866778354	-0.808988944925494	-0.234379286174265	-0.138731831803109	-0.0279706448133798	-0.0122132651455836	-0.0909378187426287	-0.0430367436667719	-0.0279831493963816
Astrocaryum standleyanum (Arecaceae)	41	1.37623253584406	-0.397735324720297	0.119788086422917	0.0243547182519575	-0.151004560563663	0.416067811193137	0.42676936847412	0.0522488295384184	0.0371025302197378	-0.646759825516426	-0.0764222456650476	-0.201111739708017	-0.136741147186038	0.187688333257972	-0.362110630188971	-0.218902529443681	-0.0301049329357849
Astronium graveolens (Anacardiaceae)	28	-0.345580519703826	-1.62986496995536	-0.452904244762269	-0.192018341519435	-0.226456755803106	0.200152062415778	0.684671178291095	0.149157299542782	-0.0165826007358587	-0.662383638906808	-0.252004003275256	-0.00991991584461349	0.0399200894334476	-0.0458608619794018	-0.145523974983283	-0.0402043803503046	-0.0134002198792457
Bactris barronis (Arecaceae)	40	1.57322690100375	0.487862359739387	0.0788462014964716	-0.708682211982151	-0.244653748714087	0.477466315067485	-0.457384483293967	0.179963229978878	-0.0233069755316639	-0.655785566774443	-0.219284854786899	-0.224768431682706	-0.17932273376948	0.177503939141939	-0.273940693227112	-0.16435422613425	0.00929216413701393
Bactris coloniata (Arecaceae)	21	0.264453273546593	0.749618488129196	-0.316733073716706	-0.675527269722762	-0.315861797361042	-0.0432108641377425	-0.279095839019259	0.211537282175397	0.0504405767951374	-1.09319572191297	-0.110034835784929	-0.152583001528882	-0.105223363003258	0.00328883514699009	-0.240223937314456	-0.190593118635223	0.00184566863199043
Bactris coloradonis (Arecaceae)	22	0.216514085687044	0.669478677513594	-0.440177216038582	-0.684690074842566	-0.217514191094532	0.0865592466691668	-0.611814684988795	0.12453069281558	0.013050798877501	-1.09050570685841	-0.0764016629121981	-0.133298380049262	-0.152120577051034	0.060052071642189	-0.132222637055224	-0.221871253386284	-0.00201485619626074
Bactris maraja (Arecaceae)	6	-1.82826243976742	0.836463740134538	-0.0129408763036878	-0.327909989569096	-0.0642010931704577	-0.167971841620049	-1.04560080258902	0.114566454980739	0.0444245175669782	-0.914080731193455	-0.223069416675618	-0.181289986224326	-0.0448226845306683	0.0389030150023553	-0.326144758642274	-0.178941154162544	-0.0166303770510359
Bactris major (Arecaceae)	26	-0.0329249511012187	0.0197780495591509	0.0808571155298481	-0.651715669231697	-0.264257843225679	0.31594915589819	0.0858843980704153	0.086211711852049	0.0277085288340237	-0.64306182113775	-0.0754422464016857	-0.049440599242523	-0.109525687839008	0.0692869610229874	0.0347116023707925	-0.104389169203181	-0.0368446300369502
Bactris panamensis (Arecaceae)	10	-1.54632306461317	1.26826345647091	-0.370054153633667	-0.82067104926104	-0.12476349138807	-0.345788274445146	-0.754985510889848	0.0818645425967802	-0.0240249188527892	-0.807996110613652	-0.162441529247704	-0.201223417493501	-0.0201083969119542	0.0220501984532671	-0.257868264476338	-0.0990995404671331	-0.00235266159101938
Banara guianensis (Salicaceae)	3	-2.50355895550021	-0.330939803417619	0.153410727477761	-0.201838382930911	-0.0611953796869899	0.230202554165243	-0.282205424231309	0.131792975072679	0.066405953400023	-0.651020299012183	-0.236098587891396	-0.208204480032475	-0.0520192782673327	-0.00985756279857881	-0.324366141677993	-0.147538508096583	-0.0163515682722265
Beilschmiedia pendula (Lauraceae)	17	-0.414639201143553	1.09658898417603	-0.472244424076334	-0.0990182437178635	-0.245803156628683	-0.0418018351936908	-0.521306382217856	0.0717786264359979	0.0608818438500059	-0.23116703206553	-0.0979398004474689	-0.305357739123617	-0.130170904859294	-0.0334649851488356	-0.476756615635359	-0.248253063879274	-0.000329826558438351
Bellucia pentamera (Melastomataceae)	4	-2.76536508238832	-0.695775027396142	0.00681957039731848	-0.593328103902518	0.162204409995069	0.0417335198429199	-0.113476432977092	0.187961446447077	0.0598650641755922	-0.633663180810547	-0.255938436505477	0.0489320742607122	-0.00101580491686572	-0.0266491247318842	-0.459477721636793	0.0736906236332989	-0.0265775815367763
Brosimum alicastrum (Moraceae)	37	0.688345028656137	-0.475961422741898	-0.145802032897147	0.535002765704649	-0.15227607101996	0.58359372393081	1.2280644327174	0.132780001623863	0.080856498251967	-0.648306514676813	-0.0884052634029437	-0.0897425009132795	-0.0960336410223171	0.0382698916100676	-0.123808955664023	-0.147007572336466	-0.040562870546595
Brosimum costaricanum (Moraceae)	9	-1.27604563870111	0.0716309029031872	-0.707158535740487	0.155350675511645	-0.0696804749177515	-0.165072960568854	-0.9030801736973	0.187098017292839	0.0898250993801129	-0.465445565505926	-0.112551671249787	-0.273253079316707	-0.12553456912946	-0.034452043014429	-0.299867259853009	-0.200923070079532	-0.0269282802941319
Brosimum guianense (Moraceae)	33	0.466217525071077	1.5752371959511	-0.466157163324592	-0.567611094515614	-0.480713301138917	0.220233280293103	-0.54612069675965	0.190750878329525	-0.0173407034692789	-0.601642365988247	-0.146028423195821	-0.130952689246823	0.134447929039761	0.178731429661759	-0.150106819921877	-0.160002027211699	0.0145889974786234
Brosimum lactescens (Moraceae)	7	-2.87711244894536	2.22492553916778	-0.138026604879167	-0.447682509745429	-0.252747267977733	-0.0988569438927431	-1.08061028100301	0.158449552149682	0.0538498673864948	-0.398382535281829	-0.23195509727744	-0.201419059445342	-0.0840560709220496	-0.016797501241493	-0.356551497743701	-0.143401108061174	-0.0301975420796044
Brosimum utile (Moraceae)	11	-2.773595637433	3.0576518799482	0.175621276149632	-0.227883744002416	-0.121110861676541	-0.104774176655785	-1.25368532583795	0.167284613900734	0.0472066383912797	-0.408362214888708	-0.204998531357517	-0.218315620472755	-0.224311002532082	-0.0145229896449137	-0.193911291605505	-0.166764071723707	-0.019950683692902
Bunchosia cornifolia (Malpighiaceae)	4	-3.18704639472136	-1.15332937856175	0.303997681735761	0.357648365296734	-0.113297548732922	0.060002222969397	0.859957146350081	0.222496228045668	0.0277894869505683	-0.583389692366702	-0.261840850803529	-0.117267778008784	-0.0778931256900966	-0.0209498840266718	-0.153751860827775	-0.0492238251803728	-0.0213110277537578
Bursera simaruba (Burseraceae)	17	-2.33798991343938	-2.1145332375886	-0.276735178979421	0.448434361042326	-0.0366404603571957	0.305963925194571	0.853393210463196	0.194257603715089	0.0393978722499933	-0.469249792640662	-0.183017250547751	0.123287544662034	0.0823774295668013	0.00875298071502492	-0.0518681230253804	0.0304518867426639	-0.0308761794413788
Byrsonima crispa (Malpighiaceae)	3	-4.13818313177568	1.84993345752708	0.029522171109248	-0.0418041651482574	-0.202436153584387	0.221484705522179	-1.0084653779813	0.1388046679878	0.0528838062975122	-0.238957932616271	-0.219424733617607	-0.209066615037032	-0.134033538026552	-0.0383274492591443	-0.111402680218856	-0.132218312104415	-0.0200956833425902
Byrsonima spicata (Malpighiaceae)	10	-1.68390171657513	-0.470940858570806	0.415992390854855	-0.898787871409879	-0.196633331069726	0.236170724388568	-1.25709064753911	0.104412438787411	0.0165992892484337	-0.740882955251263	-0.172441727169494	-0.0349611094679517	-0.0134057737537525	-0.0484194324020284	-0.314455856155728	-0.177152806416918	-0.0221129290840189
Calycolpus warszewiczianus (Myrtaceae)	16	-1.16282588263648	-1.55718193385421	-0.195186379752446	-0.539824625308869	-0.198392207879538	0.160796725288404	0.111134450510149	0.143466397519542	0.0183297429797	-0.53005696661158	-0.179849267074862	-0.179402807863088	0.0889726490631588	-0.0206550798461873	-0.184144313587507	-0.0612517796119989	0.0144322500035841
Calycophyllum candidissimum (Rubiaceae)	16	-2.31335120202503	-1.99071022795688	-0.176938112516267	0.625999217845215	-0.142951203612931	0.1360648047662	0.785399127934856	0.15798200568309	0.0127046368983782	-0.504466977637598	-0.163196176440146	0.0760879161419484	0.00987135772929604	0.0702637526981513	0.0845710657124762	-0.135225896519284	-0.0278540646089382
Calyptrogyne costatifrons (Arecaceae)	5	-3.63875277011699	1.75533907551685	-0.105401536545994	-0.274762496340086	-0.150100324503669	-0.074486564856495	-1.266451918274	0.179718798947653	0.0386585019003733	-0.442191116666586	-0.256223302280598	-0.155648801803238	0.118118185067357	0.0288520362599032	-0.130102941477311	-0.104563368697027	-0.0264901120621978
Calliandra laxa (Fabaceae-mimosoideae)	4	-3.1169887794789	2.31366551675946	-0.0892164348910916	-0.262919260126054	-0.0851620525051443	-0.102890093696089	-0.423444881918206	0.170166185689829	0.056173573148992	-0.500281277573647	-0.251200178105162	-0.132567819302415	-0.161516092855835	-0.00733387982367457	-0.314725976831171	-0.17028245070353	-0.0276895071285407
Calophyllum brasiliense (Clusiaceae)	3	-3.9179921096994	1.0680062084326	-0.0609236869190596	-0.616942089336345	0.0283706214630944	0.145469674988582	-0.872711146610404	0.151853191380386	0.0548411684187904	-0.173773710538235	-0.242898216889727	-0.00844730488228199	0.102648914951341	-0.00403017497673038	-0.226835329361104	-0.115513998432787	-0.0266581097110026
Calophyllum longifolium (Clusiaceae)	38	0.940303052115841	0.934334442114552	-0.17961102117181	-0.530385171640965	-0.0634263991229293	-0.232123150918206	-0.688645149963874	0.0818499890490541	0.0419542019971834	-0.33907211653831	-0.127474634371128	-0.376872669167429	0.0929629641385187	0.0517886214599862	-0.0669525271082768	-0.138664325572141	0.0208515381158138
Calyptranthes chytraculia (Myrtaceae)	6	-3.86606181618144	1.963131792381	-0.0407220304737978	-0.480504674184429	0.121827779112087	-0.0451561391177826	-1.35675881920003	0.0995501942465619	0.0318664826193287	-0.541767780683806	-0.239131751984287	-0.104332134814615	0.12429505258595	0.0292092858689596	-0.0404957940711145	-0.0722920849190923	-0.028096393160944
Calyptranthes pulchella (Myrtaceae)	3	-3.92636107887021	1.50841596111422	-0.0769386557928652	-0.570008835697246	0.0935008891888829	-0.118765369480872	-0.951598550504561	0.129863738661649	0.0441729537150279	-0.509618765451999	-0.24639932027282	-0.13995432073984	0.154074984677422	0.0571538385004799	-0.173717388753634	-0.146698543953487	-0.0249780553414838
Capparis cynophallophora (Capparaceae)	4	-2.80384505385128	-0.122750397731294	0.264962423693929	0.530593335927866	-0.230580939172043	-0.211650959928678	0.859131803988845	0.162380184452868	0.0418270639233738	-0.537220120715423	-0.25263730379333	-0.0468846329129863	-0.0722984067411228	-0.0881645841853308	-0.223843651609137	-0.059117415033241	-0.0261139890346322
Capparis frondosa (Capparaceae)	16	-1.0402264943338	0.154254901790711	0.171885899590282	0.47792114781182	-0.15662853056816	-0.00703042991956142	1.08211535910065	0.230272551187134	0.0471191070123082	-0.495871856550596	-0.0866776130105992	-0.166589541298326	-0.177626962991248	0.0827530441526251	-0.32239434275588	-0.0806165350841653	-0.0315351073785635
Capparis pittieri (Capparaceae)	4	-3.45184031641059	1.67777787508287	0.0311755784363189	-0.481913823846451	-0.16354912200268	0.0129261643208229	-1.32131559254038	0.139009762712091	0.0487745643746236	-0.798152358268962	-0.230070065435662	-0.115823103774921	-0.0128498069829028	-0.00245469416563449	-0.0885004637750629	-0.0316078315934777	-0.0225658135712567
Carapa guianensis (Meliaceae)	8	-2.43407890970123	2.407088965302	0.20232706332717	-0.134862075809706	0.017886530863358	-0.0703313030073933	-0.827649339408972	0.11957288613704	0.0268710736574055	-0.712364628411281	-0.198474971262211	-0.15274353689451	-0.161964536470568	0.000480915711794413	-0.13536833009987	-0.180275268131125	-0.0185935325264103
Caryodaphnopsis burgeri (Lauraceae)	5	-3.83864578148753	2.23695651908475	-0.00428213487768079	-0.310045524829005	-0.243199725528093	0.0568571479297224	-1.02785740656978	0.108891286848714	0.0294482107473962	-0.231806188409388	-0.235838869338214	-0.167485106418733	-0.181147666147195	-0.0113717045534518	-0.185840758554242	-0.142856739268708	-0.0209909701005494
Cassia moschata (Fabaceae-caesalpinioideae)	5	-2.89859705584434	-1.50606797375633	0.0906053130264346	-0.460971190405199	0.0589485501410133	-0.299141359180371	-0.00089491070665393	0.134458697151292	0.0472748229089669	-0.557930088919039	-0.233936017791861	0.00918211020202644	0.00867831192011926	0.0285012214981184	-0.362774993202597	-0.0190126751648363	-0.0231897373902985
Casearia arguta (Salicaceae)	5	-2.4788612851749	-0.846890932499408	0.21703391491425	0.553999018184425	0.0656056858695332	0.0554516017526431	0.582125275628287	0.168675238140006	0.0356352757506291	-0.649448611226921	-0.272600212797808	-0.111342068700902	-0.0255808667209733	-0.0776755616372369	-0.320448583441975	-0.0738965725932434	-0.0219358868291883
Casearia aculeata (Salicaceae)	6	-2.11332008937818	-1.20205131286464	0.451970085076488	-0.0268093161471183	-0.342918947806987	0.226014743435756	0.231154077821371	0.0999948072209128	0.0662492812647584	-0.544036656837719	-0.214786834270776	-0.264733754534665	0.0409508310928302	-0.0373679388459288	-0.439603470080166	-0.123302076288922	-0.0155211881654713
Casearia arborea (Salicaceae)	22	0.0927585814142713	0.741252455673655	-0.21402953999421	-0.327353146194196	-0.0854175982206028	-0.112685997767788	-0.278512404058311	0.0344066306001022	0.0582431782187575	-0.517511077224841	-0.220612798908695	-0.283807707662211	0.179289038444855	-0.0375198812096605	-0.188474383463631	-0.199644955006507	-0.0468102342009676
Casearia commersoniana (Salicaceae)	36	0.73812097711321	-0.0901480698479853	-0.0660974153645424	-0.722512363892059	0.0893241758221376	-0.00590868594699106	0.0486095953165284	0.123655056450811	0.0673995345298208	-0.155341382474166	-0.00180423512379755	-0.223922415736211	-0.116201890973404	0.13559252442267	-0.30194449269736	-0.210558640969067	-0.0187235964148263
Casearia guianensis (Salicaceae)	16	-0.959133182228601	-1.54342405752675	0.505022533087222	-0.164714685328756	0.111163161871041	0.116864539080339	-0.183601871819967	0.258180975108158	0.0796744090418533	-0.467746561440567	-0.190299832712012	-0.111756582890376	-0.0576521638805199	-0.00704438286514572	-0.462125625256846	-0.043772858706933	-0.0265732413990142
Casearia sylvestris (Salicaceae)	44	1.37805741126766	-0.0135631080271672	-0.0222905110542597	-0.189596938097182	-0.223555350287315	0.27012400904272	-0.262798861960946	0.14752673471629	0.0807629563580723	-0.237932307116095	-0.190610271019317	-0.210704469853676	0.00138295281057264	0.169572920311594	-0.39141323201414	-0.102897239335788	-0.0162751255661429
Cassipourea elliptica (Rhizophoraceae)	37	1.09048984019795	0.813947382920761	-0.106640881704603	-0.56779968525975	-0.0582007054331325	0.148169411177217	-0.971989296123054	0.187978475076519	0.0452925289118509	-0.271197180093872	-0.211935739537483	-0.135412115450711	-0.13497890907228	-0.0494738937825158	-0.361802646612655	-0.0940367578316956	0.023235157345095
Castilla elastica (Moraceae)	17	-0.899113225084618	-1.35300607360503	0.457809288406023	0.252476544749382	0.103121198625563	0.479319154695371	0.278395674594301	0.196262333362365	-0.0219500641470842	-0.387191820893019	-0.110521754842879	-0.26040721031182	-0.178104896867379	0.0504312894018103	-0.486144309823509	-0.0745224265619908	-0.0304623723299802
Cavanillesia platanifolia (Malvaceae)	23	-1.38164808917229	-1.17144604377756	0.0746830388253315	0.542129121012992	-0.229318060459809	0.475332841334	2.14283312765206	0.0953062258735191	0.0563581860344424	-0.321642858727604	-0.102921120430324	-0.16462644510164	-0.0165599053725946	-0.0596310504417884	-0.142697523959181	-0.267188665842207	-0.024502077550876
